truth,Class1,Class2,predicted
Class1,0.9673368081630699,0.032663191836930124,Class1
Class2,3.4673997068740094e-4,0.9996532600293127,Class2
Class1,0.8713566418522399,0.12864335814776007,Class1
Class2,0.819382836077212,0.180617163922788,Class1
Class2,0.0012415461339085785,0.9987584538660914,Class2
Class2,0.47986258617632327,0.5201374138236767,Class2
Class2,0.9283172788958071,0.07168272110419288,Class1
Class2,5.813990693489702e-6,0.9999941860093066,Class2
Class1,0.9993158113598662,6.841886401337957e-4,Class1
Class2,0.32571510819374655,0.6742848918062535,Class2
Class2,0.12814375884725782,0.8718562411527422,Class2
Class1,0.3344799618228851,0.6655200381771149,Class2
Class2,0.14313776845062667,0.8568622315493734,Class2
Class1,0.8727912861194674,0.12720871388053262,Class1
Class2,0.006966261059684941,0.993033738940315,Class2
Class1,0.911518947895163,0.0884810521048371,Class1
Class1,0.8930294645764323,0.10697053542356762,Class1
Class1,0.998293964242056,0.0017060357579440626,Class1
Class2,0.0015199178467346199,0.9984800821532653,Class2
Class1,0.9790722159474948,0.020927784052505113,Class1
Class1,0.9659129739229326,0.0340870260770673,Class1
Class1,0.8909203812922433,0.10907961870775679,Class1
Class2,0.07053912473914269,0.9294608752608572,Class2
Class1,0.9925175231557928,0.0074824768442072484,Class1
Class2,0.23370408176779056,0.7662959182322094,Class2
Class1,0.9996544038502596,3.455961497404692e-4,Class1
Class1,0.9373530597777556,0.06264694022224448,Class1
Class1,0.3269820865643499,0.6730179134356501,Class2
Class1,0.3293320204293469,0.670667979570653,Class2
Class2,8.699437135356316e-5,0.9999130056286465,Class2
Class1,0.9987388610727662,0.0012611389272337492,Class1
Class2,0.5532678402574732,0.4467321597425267,Class1
Class1,0.9705902886881624,0.02940971131183763,Class1
Class2,0.06497331124031472,0.9350266887596852,Class2
Class1,0.9992901654336229,7.098345663770412e-4,Class1
Class2,0.04244222064066167,0.9575577793593384,Class2
Class2,0.0019630281586481093,0.998036971841352,Class2
Class1,0.988746681614182,0.01125331838581798,Class1
Class2,0.7845350836110393,0.21546491638896081,Class1
Class1,0.9771201807499691,0.02287981925003089,Class1
Class2,0.011411314167367438,0.9885886858326325,Class2
Class2,0.48180135565891713,0.5181986443410829,Class2
Class1,0.9932526207721605,0.006747379227839576,Class1
Class1,0.9991847833646097,8.152166353902997e-4,Class1
Class1,0.9985261697031189,0.0014738302968810698,Class1
Class2,0.002810220781472044,0.9971897792185279,Class2
Class1,0.7943030119809643,0.20569698801903571,Class1
Class1,0.9886239430178315,0.011376056982168486,Class1
Class1,0.9785505106542992,0.021449489345700696,Class1
Class2,0.5274165809368234,0.4725834190631766,Class1
Class2,0.936470178033071,0.06352982196692902,Class1
Class2,0.1404483127644701,0.8595516872355299,Class2
Class2,0.10801188482731283,0.8919881151726872,Class2
Class2,0.00223714118781886,0.9977628588121812,Class2
Class1,0.9370265522886734,0.06297344771132661,Class1
Class2,0.7478976654837309,0.252102334516269,Class1
Class2,0.5833827414066802,0.4166172585933197,Class1
Class2,0.0071010627780925956,0.9928989372219075,Class2
Class1,0.9656066514400933,0.034393348559906695,Class1
Class2,0.3437327200673061,0.656267279932694,Class2
Class1,0.9988154218715424,0.0011845781284575384,Class1
Class1,0.6656974795402903,0.3343025204597096,Class1
Class2,0.008782880721915628,0.9912171192780844,Class2
Class2,0.2836696552381357,0.7163303447618643,Class2
Class2,1.2168542490181126e-5,0.9999878314575098,Class2
Class2,0.6745975645318687,0.32540243546813125,Class1
Class2,0.9729241565844016,0.027075843415598516,Class1
Class2,0.23415684972455744,0.7658431502754426,Class2
Class1,0.3511709415617176,0.6488290584382823,Class2
Class2,0.6642629882474301,0.33573701175256987,Class1
Class2,0.7544818368650523,0.24551816313494765,Class1
Class2,0.03832546694563981,0.9616745330543602,Class2
Class1,0.998066578033903,0.001933421966097078,Class1
Class1,0.9972075581728764,0.0027924418271236566,Class1
Class1,0.951780916837175,0.048219083162825,Class1
Class1,0.9994148041690603,5.851958309397884e-4,Class1
Class1,0.9838026839791548,0.016197316020845173,Class1
Class1,0.9871789139265035,0.012821086073496545,Class1
Class1,0.45281943992666146,0.5471805600733386,Class2
Class1,0.9999053795618598,9.4620438140199e-5,Class1
Class2,0.30545078224166167,0.6945492177583382,Class2
Class2,0.9934344748476671,0.00656552515233296,Class1
Class2,0.0665827181391362,0.9334172818608637,Class2
Class1,0.9961782408235095,0.003821759176490501,Class1
Class2,5.970668351306081e-5,0.9999402933164869,Class2
Class2,0.007291951211955689,0.9927080487880444,Class2
Class2,5.92211251090005e-6,0.9999940778874891,Class2
Class1,0.7082958630760651,0.2917041369239349,Class1
Class2,0.011382763051717478,0.9886172369482825,Class2
Class1,0.2218837701680634,0.7781162298319365,Class2
Class2,9.625496195473706e-5,0.9999037450380454,Class2
Class1,0.9449979434847873,0.0550020565152128,Class1
Class1,0.8972511326797524,0.10274886732024756,Class1
Class1,0.8951948632446899,0.10480513675531009,Class1
Class2,0.649360483339268,0.3506395166607319,Class1
Class2,0.8924836396503094,0.10751636034969052,Class1
Class2,0.21045932214311866,0.7895406778568813,Class2
Class2,0.03196423793356844,0.9680357620664315,Class2
Class2,0.0038034563503683287,0.9961965436496317,Class2
Class1,0.8838073075310199,0.11619269246898004,Class1
Class1,0.7627045637509676,0.23729543624903232,Class1
Class1,0.9199385023890865,0.08006149761091359,Class1
Class1,0.6177249870184148,0.3822750129815853,Class1
Class1,0.31392622603310605,0.686073773966894,Class2
Class1,0.7867772743527552,0.2132227256472447,Class1
Class1,0.999894934031353,1.0506596864700154e-4,Class1
Class1,0.577552414286754,0.4224475857132461,Class1
Class1,0.9973103579773324,0.002689642022667662,Class1
Class2,0.27246339498611893,0.7275366050138811,Class2
Class2,0.004527163899406753,0.9954728361005932,Class2
Class2,0.1051524512727982,0.8948475487272018,Class2
Class1,0.9277334738184263,0.07226652618157371,Class1
Class1,0.25490271744781207,0.745097282552188,Class2
Class1,0.9810585132955131,0.018941486704486955,Class1
Class1,0.9858893575312819,0.014110642468718066,Class1
Class1,0.9984481386128715,0.001551861387128422,Class1
Class2,0.09923248757092225,0.9007675124290778,Class2
Class2,0.0017149003260423779,0.9982850996739577,Class2
Class1,0.9555918334199641,0.044408166580035824,Class1
Class2,0.06594889453818287,0.934051105461817,Class2
Class1,0.9948169566780248,0.005183043321975077,Class1
Class1,0.7923353949509373,0.2076646050490627,Class1
Class1,0.983403729480473,0.016596270519526935,Class1
Class2,1.3459758427249296e-4,0.9998654024157274,Class2
Class2,0.6970621745835467,0.3029378254164534,Class1
Class2,1.688860668705097e-4,0.9998311139331294,Class2
Class2,0.17480540626757415,0.8251945937324258,Class2
Class2,0.06708014288065886,0.9329198571193412,Class2
Class1,0.9996745574186423,3.254425813576493e-4,Class1
Class1,0.976878079920484,0.02312192007951584,Class1
Class2,0.008311657516335417,0.9916883424836646,Class2
Class1,0.580896723753559,0.41910327624644084,Class1
Class2,0.12202748106812952,0.8779725189318703,Class2
Class2,0.12457462327344175,0.8754253767265582,Class2
Class1,0.9894124082154663,0.010587591784533796,Class1
Class1,0.9939475324600756,0.006052467539924336,Class1
Class2,0.15833056643034438,0.8416694335696556,Class2
Class2,0.01704562015986417,0.9829543798401358,Class2
Class1,0.9351591319764503,0.06484086802354977,Class1
Class2,0.03670582213067356,0.9632941778693264,Class2
Class1,0.8776226848915758,0.12237731510842427,Class1
Class2,0.4906213125105652,0.5093786874894349,Class2
Class2,0.43752223422456654,0.5624777657754335,Class2
Class1,0.25646052674757885,0.7435394732524211,Class2
Class2,0.008071664751395277,0.9919283352486047,Class2
Class1,0.6917256289338022,0.30827437106619787,Class1
Class1,0.8287356893708329,0.17126431062916705,Class1
Class2,5.768218859904374e-5,0.999942317811401,Class2
Class1,0.9971475670849597,0.002852432915040368,Class1
Class1,0.12254602801144197,0.8774539719885581,Class2
Class2,0.9908361947418634,0.009163805258136676,Class1
Class2,0.12002826033788447,0.8799717396621155,Class2
Class1,0.48078821757729223,0.5192117824227077,Class2
Class1,0.985294295274485,0.014705704725514948,Class1
Class1,0.8613978055704108,0.13860219442958932,Class1
Class2,0.6680358072107694,0.3319641927892306,Class1
Class1,0.9997195669983343,2.8043300166567223e-4,Class1
Class2,0.24037444503481228,0.7596255549651877,Class2
Class1,0.999372062373152,6.279376268480209e-4,Class1
Class1,0.9987801339364147,0.0012198660635852714,Class1
Class2,0.05358960045514641,0.9464103995448535,Class2
Class2,0.0053509746959647135,0.9946490253040352,Class2
Class1,0.3710924252666065,0.6289075747333935,Class2
Class2,0.6812939742628322,0.3187060257371677,Class1
Class1,0.8230678568899291,0.17693214311007074,Class1
Class2,4.503065307456837e-6,0.9999954969346925,Class2
Class2,0.040478025073554504,0.9595219749264455,Class2
Class2,0.022248133579351174,0.9777518664206488,Class2
Class2,7.546886446367013e-4,0.9992453113553633,Class2
Class1,0.9875470739981007,0.012452926001899343,Class1
Class1,0.9995589879354264,4.4101206457357474e-4,Class1
Class2,0.21101354983833953,0.7889864501616605,Class2
Class1,0.9979229457171064,0.0020770542828936326,Class1
Class2,0.18610680966309537,0.8138931903369047,Class2
Class2,0.720379187915525,0.27962081208447503,Class1
Class1,0.9998945850071227,1.0541499287732428e-4,Class1
Class1,0.976049817581586,0.023950182418413866,Class1
Class2,0.0670592354437977,0.9329407645562023,Class2
Class1,0.9997609651856901,2.3903481430991082e-4,Class1
Class1,0.09366395893043059,0.9063360410695693,Class2
Class2,0.009319174785679916,0.99068082521432,Class2
Class1,0.9967086775946036,0.0032913224053963386,Class1
Class2,0.004388100490517099,0.9956118995094829,Class2
Class1,0.9888783903096318,0.011121609690368163,Class1
Class1,0.6212697339704419,0.37873026602955817,Class1
Class2,3.660464142634199e-4,0.9996339535857366,Class2
Class1,0.9994840760669363,5.159239330635682e-4,Class1
Class1,0.9589573191371278,0.041042680862872154,Class1
Class2,0.269605788847858,0.7303942111521419,Class2
Class2,0.06525141000718584,0.9347485899928142,Class2
Class1,0.9711996963013688,0.028800303698631135,Class1
Class1,0.99991036019609425,8.963980390581316e-5,Class1
Class1,0.8572211595714396,0.14277884042856032,Class1
Class2,1.4010199667166213e-5,0.9999859898003328,Class2
Class1,0.9876043715184201,0.012395628481579886,Class1
Class2,0.5391073576001922,0.46089264239980776,Class1
Class1,0.7680657913800769,0.23193420861992317,Class1
Class1,0.9956330452565633,0.004366954743436695,Class1
Class2,0.4699015801993404,0.5300984198006596,Class2
Class1,0.9273910345383853,0.07260896546161472,Class1
Class1,0.996624288992034,0.0033757110079658944,Class1
Class1,0.9976468923723008,0.0023531076276992113,Class1
Class2,0.34656205684882796,0.653437943151172,Class2
Class2,8.551751239582243e-4,0.9991448248760418,Class2
Class1,0.9992609342956584,7.390657043414532e-4,Class1
Class1,0.8981958310683464,0.10180416893165362,Class1
Class2,0.3045435384047354,0.6954564615952646,Class2
Class1,0.9967702389051003,0.0032297610948997333,Class1
Class2,3.858410791136676e-4,0.9996141589208862,Class2
Class2,0.09960874774481147,0.9003912522551885,Class2
Class2,0.07448032920171156,0.9255196707982883,Class2
Class1,0.9967863329244145,0.003213667075585352,Class1
Class1,0.9538964097001383,0.04610359029986156,Class1
Class1,0.2754466456668357,0.7245533543331643,Class2
Class2,0.18425381898659052,0.8157461810134095,Class2
Class1,0.9957368946844048,0.004263105315595276,Class1
Class2,0.05925702155358071,0.9407429784464192,Class2
Class1,0.9995412857293422,4.587142706578292e-4,Class1
Class1,0.9850930932338586,0.014906906766141268,Class1
Class2,3.0540193312834566e-4,0.9996945980668717,Class2
Class2,6.576574464767772e-4,0.9993423425535233,Class2
Class2,0.3619922232042393,0.6380077767957607,Class2
Class2,0.17992320133806267,0.8200767986619373,Class2
Class1,0.9976688253979037,0.0023311746020963277,Class1
Class2,7.233309554701933e-4,0.9992766690445298,Class2
Class1,0.9993187826678482,6.812173321517441e-4,Class1
Class1,0.9986896642260876,0.001310335773912385,Class1
Class1,0.985575541202045,0.014424458797954986,Class1
Class1,0.9978378626872114,0.0021621373127886077,Class1
Class1,0.881605743615916,0.11839425638408393,Class1
Class1,0.9953081922241452,0.00469180777585468,Class1
Class1,0.9470566943150618,0.052943305684938276,Class1
Class2,0.0032472231631432203,0.9967527768368568,Class2
Class2,0.13485778027149303,0.8651422197285069,Class2
Class1,0.9999209363366803,7.906366331965624e-5,Class1
Class2,0.8533896914991387,0.14661030850086132,Class1
Class2,0.3410674243777437,0.6589325756222563,Class2
Class2,0.8610228162073598,0.13897718379264026,Class1
Class1,0.9869813162123459,0.013018683787654193,Class1
Class2,0.36079019584591615,0.6392098041540839,Class2
Class1,0.8076639179196348,0.19233608208036523,Class1
Class2,0.001073360401904576,0.9989266395980955,Class2
Class2,0.006441834959733382,0.9935581650402666,Class2
Class1,0.9238689510499981,0.07613104895000185,Class1
Class1,0.9417449931036886,0.05825500689631134,Class1
Class1,0.9899618287294324,0.01003817127056756,Class1
Class2,0.07334798208095525,0.9266520179190447,Class2
Class2,0.07371976754530322,0.9262802324546967,Class2
Class1,0.96649792993466,0.033502070065340034,Class1
Class2,0.057044750364327795,0.9429552496356722,Class2
Class2,0.0034392441240578926,0.9965607558759422,Class2
Class2,0.08484826727372029,0.9151517327262797,Class2
Class1,0.6703457475483003,0.3296542524516997,Class1
Class2,0.6914663634602183,0.3085336365397817,Class1
Class2,0.0030964991901936685,0.9969035008098064,Class2
Class1,0.9945144674365188,0.005485532563481156,Class1
Class2,0.025185475754920326,0.9748145242450797,Class2
Class1,0.9971522361530208,0.002847763846979192,Class1
Class2,0.04278914957505809,0.957210850424942,Class2
Class1,0.9896614239804042,0.010338576019595806,Class1
Class1,0.8740456677662019,0.12595433223379823,Class1
Class1,0.9993288266809711,6.711733190288845e-4,Class1
Class2,0.6007990512693222,0.39920094873067785,Class1
Class1,0.8819696863322873,0.11803031366771273,Class1
Class2,6.367078072294569e-4,0.9993632921927705,Class2
Class1,0.9828755232759698,0.01712447672403016,Class1
Class1,0.9786332614353774,0.021366738564622442,Class1
Class2,0.6797107748959418,0.3202892251040583,Class1
Class1,0.9825184969104815,0.017481503089518482,Class1
Class1,0.4449014232856004,0.5550985767143995,Class2
Class1,0.7242636816824783,0.2757363183175216,Class1
Class1,0.9968111153456533,0.003188884654346683,Class1
Class1,0.9695748638537504,0.030425136146249653,Class1
Class2,0.03345763080470477,0.9665423691952952,Class2
Class2,1.3214409067523344e-4,0.9998678559093247,Class2
Class1,0.99284803642499,0.007151963575010005,Class1
Class1,0.0899175710277294,0.9100824289722705,Class2
Class2,0.010395846149840819,0.9896041538501592,Class2
Class1,0.9919738806995604,0.008026119300439618,Class1
Class1,0.6176158134864758,0.3823841865135243,Class1
Class1,0.658724770300705,0.34127522969929497,Class1
Class1,0.23327123458587395,0.766728765414126,Class2
Class1,0.5571983990619666,0.4428016009380335,Class1
Class1,0.8159534791045994,0.1840465208954006,Class1
Class1,0.9436255167848361,0.05637448321516397,Class1
Class2,0.001353970969894496,0.9986460290301055,Class2
Class2,2.475278015034252e-4,0.9997524721984966,Class2
Class1,0.9876523705601588,0.012347629439841197,Class1
Class1,0.8822349865499706,0.11776501345002946,Class1
Class2,0.6505457222819556,0.34945427771804444,Class1
Class1,0.8486385992860219,0.15136140071397805,Class1
Class2,0.1303776106037512,0.8696223893962488,Class2
Class1,0.37618762797034366,0.6238123720296563,Class2
Class1,0.9833770797138223,0.016622920286177706,Class1
Class1,0.29040654020021606,0.7095934597997839,Class2
Class1,0.9998973879519145,1.0261204808544975e-4,Class1
Class1,0.9748349994652648,0.025165000534735294,Class1
Class1,0.9794218419333387,0.02057815806666127,Class1
Class1,0.9707829207549695,0.02921707924503039,Class1
Class2,0.18022048418322173,0.8197795158167782,Class2
Class1,0.045374794185752715,0.9546252058142473,Class2
Class2,0.2413827349824911,0.7586172650175089,Class2
Class1,0.21944766146376857,0.7805523385362314,Class2
Class2,0.00736300946050819,0.9926369905394918,Class2
Class1,0.9988227055594833,0.0011772944405166444,Class1
Class2,0.7479419041646762,0.2520580958353237,Class1
Class2,0.21813120451258533,0.7818687954874147,Class2
Class1,0.948484103332142,0.0515158966678581,Class1
Class1,0.9738766041923115,0.026123395807688618,Class1
Class2,0.012775674383027074,0.9872243256169729,Class2
Class2,0.13165137796129622,0.8683486220387038,Class2
Class2,0.0013075677416628103,0.9986924322583371,Class2
Class2,1.7942618009943103e-7,0.9999998205738199,Class2
Class1,0.9904620768392612,0.009537923160738813,Class1
Class2,0.0060365902973143724,0.9939634097026856,Class2
Class2,0.7528744361635509,0.2471255638364491,Class1
Class2,0.02724616353527367,0.9727538364647262,Class2
Class1,0.9998637701230778,1.3622987692216734e-4,Class1
Class1,0.9854220616840097,0.014577938315990293,Class1
Class1,0.37526408211278195,0.624735917887218,Class2
Class1,0.07153528325133042,0.9284647167486695,Class2
Class2,0.6451377937951991,0.35486220620480086,Class1
Class2,0.05866325122810522,0.9413367487718948,Class2
Class2,0.20146448683516993,0.7985355131648302,Class2
Class2,0.08261814327942284,0.9173818567205771,Class2
Class1,0.9425177300514531,0.05748226994854683,Class1
